id_expedition;id_commande;id_produit;quantité;entrepôt;date_expedition;date_livraison;transporteur;coût_transport;délai_livraison
SHP004924;O005794;P00370;10;Paris;2024-11-22;2024-11-26;UPS;15.17;4
SHP004925;O005795;P00681;1;Paris;2024-12-14;2024-12-17;FedEx;12.5;3
SHP004926;O005796;P00319;2;Lyon;2024-03-12;2024-03-16;FedEx;14.57;4
SHP004927;O005797;P00543;3;Paris;2024-03-31;2024-04-03;FedEx;16.65;3
SHP004928;O005799;P00707;1;Lyon;2024-11-14;2024-11-17;FedEx;14.27;3
SHP004929;O005800;P00470;8;Paris;2024-01-12;2024-01-14;DHL;15.95;2
SHP004930;O005802;P00716;12;Marseille;2024-10-31;2024-11-05;UPS;15.43;5
SHP004931;O005803;P00693;2;Lyon;2024-06-07;2024-06-12;UPS;11.97;5
SHP004932;O005804;P00047;2;Paris;2024-07-01;2024-07-06;UPS;11.39;5
SHP004933;O005805;P00518;15;Marseille;2024-08-20;2024-08-24;FedEx;21.62;4
SHP004934;O005806;P00226;2;Lyon;2024-12-20;2024-12-24;FedEx;16.45;4
SHP004935;O005807;P00193;3;Lyon;2024-03-09;2024-03-12;FedEx;16.89;3
SHP004936;O005808;P00765;2;Lyon;2024-10-22;2024-10-24;DHL;12.81;2
SHP004937;O005809;P00151;12;Lyon;2024-04-04;2024-04-09;UPS;15.37;5
SHP004938;O005810;P00645;3;Marseille;2024-01-21;2024-01-24;FedEx;17.69;3
SHP004939;O005811;P00470;8;Paris;2024-08-09;2024-08-12;FedEx;19.62;3
SHP004940;O005812;P00371;8;Lyon;2024-12-10;2024-12-15;UPS;14.68;5
SHP004941;O005813;P00566;2;Marseille;2024-11-04;2024-11-06;DHL;12.73;2
SHP004942;O005814;P00895;2;Marseille;2024-08-07;2024-08-09;DHL;13.47;2
SHP004943;O005816;P00933;10;Paris;2024-12-14;2024-12-19;UPS;14.94;5
SHP004944;O005817;P00914;2;Paris;2024-11-27;2024-11-29;DHL;12.91;2
SHP004945;O005818;P00300;8;Paris;2024-02-02;2024-02-06;FedEx;19.94;4
SHP004946;O005821;P00198;15;Lyon;2024-01-07;2024-01-10;FedEx;21.41;3
SHP004947;O005822;P00088;5;Paris;2024-01-18;2024-01-22;FedEx;18.23;4
SHP004948;O005823;P00765;8;Lyon;2024-12-18;2024-12-22;FedEx;19.42;4
SHP004949;O005824;P00254;8;Lyon;2024-12-02;2024-12-04;DHL;16.44;2
SHP004950;O005825;P00503;10;Marseille;2024-12-10;2024-12-17;Chronopost;12.76;7
SHP004951;O005826;P00039;2;Lyon;2024-09-14;2024-09-16;DHL;13.16;2
SHP004952;O005827;P00692;1;Lyon;2024-12-24;2024-12-28;FedEx;12.51;4
SHP004953;O005828;P00615;2;Paris;2024-11-16;2024-11-20;FedEx;16.02;4
SHP004954;O005829;P00737;5;Paris;2024-03-25;2024-03-28;FedEx;18.74;3
SHP004955;O005830;P00012;3;Paris;2024-03-14;2024-03-17;FedEx;16.5;3
SHP004956;O005831;P00414;8;Paris;2024-04-15;2024-04-21;UPS;14.24;6
SHP004957;O005832;P00046;2;Paris;2024-11-06;2024-11-10;FedEx;15.57;4
SHP004958;O005833;P00657;5;Lyon;2024-12-14;2024-12-20;UPS;13.44;6
SHP004959;O005834;P00063;1;Marseille;2024-10-16;2024-10-18;DHL;11.49;2
SHP004960;O005835;P00012;8;Paris;2024-09-16;2024-09-20;FedEx;19.49;4
SHP004961;O005836;P00025;3;Paris;2024-03-01;2024-03-08;Chronopost;10.37;7
SHP004962;O005837;P00597;1;Paris;2024-08-02;2024-08-06;FedEx;14.04;4
SHP004963;O005838;P00653;2;Lyon;2024-12-31;2025-01-06;UPS;11.04;6
SHP004964;O005839;P00658;8;Lyon;2024-12-26;2024-12-30;FedEx;19.49;4
SHP004965;O005840;P00435;3;Marseille;2024-10-30;2024-11-05;Chronopost;9.86;6
SHP004966;O005841;P00258;1;Paris;2024-10-13;2024-10-17;FedEx;14.16;4
SHP004967;O005842;P00881;15;Lyon;2024-03-18;2024-03-21;FedEx;21.67;3
SHP004968;O005843;P00699;5;Paris;2024-08-10;2024-08-16;UPS;14.01;6
SHP004969;O005844;P00443;15;Lyon;2024-02-22;2024-02-24;DHL;17.66;2
SHP004970;O005845;P00418;2;Lyon;2024-08-16;2024-08-18;DHL;13.42;2
SHP004971;O005846;P00561;3;Paris;2024-03-05;2024-03-09;UPS;12.33;4
SHP004972;O005847;P00974;12;Lyon;2024-12-18;2024-12-22;FedEx;20.98;4
SHP004973;O005848;P00254;3;Paris;2024-12-01;2024-12-05;FedEx;17.25;4
SHP004974;O005849;P00536;5;Marseille;2024-02-20;2024-02-26;UPS;13.95;6
SHP004975;O005850;P00631;2;Paris;2024-11-28;2024-12-01;FedEx;14.52;3
SHP004976;O005851;P00377;2;Paris;2024-12-11;2024-12-18;Chronopost;9.57;7
SHP004977;O005852;P00963;1;Marseille;2024-03-18;2024-03-22;FedEx;13.23;4
SHP004978;O005853;P00933;1;Marseille;2024-12-27;2025-01-02;UPS;10.44;6
SHP004979;O005854;P00478;1;Paris;2024-12-17;2024-12-21;FedEx;12.01;4
SHP004980;O005856;P00907;1;Paris;2024-09-24;2024-09-28;FedEx;12.39;4
SHP004981;O005857;P00334;15;Marseille;2024-11-26;2024-12-03;Chronopost;13.82;7
SHP004982;O005858;P00802;1;Paris;2024-12-19;2024-12-23;FedEx;14.42;4
SHP004983;O005859;P00449;5;Marseille;2024-12-12;2024-12-15;FedEx;18.63;3
SHP004984;O005860;P00792;10;Lyon;2024-10-03;2024-10-07;UPS;14.87;4
SHP004985;O005861;P00332;3;Paris;2024-01-10;2024-01-13;FedEx;17.51;3
SHP004986;O005862;P00560;1;Lyon;2024-03-04;2024-03-06;DHL;11.23;2
SHP004987;O005863;P00733;8;Marseille;2024-12-18;2024-12-20;DHL;15.82;2
SHP004988;O005864;P00231;5;Paris;2024-03-27;2024-04-01;UPS;13.2;5
SHP004989;O005865;P00256;8;Marseille;2024-01-14;2024-01-16;DHL;15.85;2
SHP004990;O005866;P00070;8;Marseille;2024-03-04;2024-03-08;FedEx;19.7;4
SHP004991;O005867;P00510;15;Paris;2024-11-08;2024-11-13;UPS;15.83;5
SHP004992;O005868;P00080;3;Lyon;2024-10-04;2024-10-06;DHL;14.59;2
SHP004993;O005869;P00770;2;Paris;2024-02-14;2024-02-20;UPS;11.39;6
SHP004994;O005870;P00467;5;Marseille;2024-11-29;2024-12-02;FedEx;18.48;3
SHP004995;O005871;P00258;1;Paris;2024-11-23;2024-11-29;Chronopost;6.55;6
SHP004996;O005872;P00421;12;Marseille;2024-08-10;2024-08-14;FedEx;20.97;4
SHP004997;O005874;P00241;1;Lyon;2024-01-13;2024-01-18;UPS;9.84;5
SHP004998;O005875;P00068;2;Paris;2024-12-08;2024-12-10;DHL;12.62;2
SHP004999;O005876;P00654;8;Lyon;2024-12-30;2025-01-03;FedEx;20.16;4
SHP005000;O005877;P00159;3;Lyon;2024-03-03;2024-03-08;UPS;13.18;5
SHP005001;O005878;P00732;2;Paris;2024-09-26;2024-09-28;DHL;13.15;2
SHP005002;O005880;P00906;3;Lyon;2024-09-27;2024-10-03;Chronopost;9.79;6
SHP005003;O005881;P00658;10;Lyon;2024-10-19;2024-10-22;FedEx;20.55;3
SHP005004;O005882;P00212;2;Paris;2024-01-06;2024-01-10;FedEx;15.4;4
SHP005005;O005883;P00809;10;Lyon;2024-12-24;2024-12-26;DHL;16.96;2
SHP005006;O005884;P00877;1;Marseille;2024-11-09;2024-11-13;UPS;9.62;4
SHP005007;O005885;P00379;8;Lyon;2024-11-27;2024-12-01;FedEx;19.77;4
SHP005008;O005886;P00742;10;Marseille;2024-12-24;2024-12-31;Chronopost;12.78;7
SHP005009;O005887;P00802;1;Paris;2024-05-20;2024-05-22;DHL;11.45;2
SHP005010;O005888;P00691;2;Paris;2024-01-22;2024-01-24;DHL;13.44;2
SHP005011;O005889;P00398;1;Lyon;2024-12-31;2025-01-06;UPS;10.16;6
SHP005012;O005890;P00398;5;Lyon;2024-09-26;2024-09-30;UPS;13.95;4
SHP005013;O005891;P00879;3;Lyon;2024-04-09;2024-04-11;DHL;14.28;2
SHP005014;O005892;P00252;5;Paris;2024-08-24;2024-08-28;FedEx;18.35;4
SHP005015;O005893;P00791;1;Paris;2024-12-15;2024-12-17;DHL;11.57;2
SHP005016;O005894;P00767;1;Marseille;2024-04-18;2024-04-22;FedEx;14.12;4
SHP005017;O005895;P00470;1;Marseille;2024-12-20;2024-12-26;UPS;9.29;6
SHP005018;O005896;P00759;2;Lyon;2024-08-12;2024-08-16;FedEx;15.22;4
SHP005019;O005897;P00146;3;Paris;2024-12-27;2024-12-30;FedEx;17.6;3
SHP005020;O005898;P00759;10;Lyon;2024-08-30;2024-09-03;FedEx;20.58;4
SHP005021;O005899;P00258;5;Paris;2024-12-24;2024-12-26;DHL;15.34;2
SHP005022;O005900;P00510;2;Lyon;2024-10-09;2024-10-15;UPS;12.05;6
SHP005023;O005901;P00466;15;Paris;2024-09-14;2024-09-17;FedEx;21.53;3
SHP005024;O005902;P00035;5;Marseille;2024-01-19;2024-01-25;UPS;14.03;6
SHP005025;O005903;P00188;12;Lyon;2024-03-10;2024-03-14;FedEx;21.3;4
SHP005026;O005905;P00905;3;Lyon;2024-05-20;2024-05-26;UPS;12.69;6
SHP005027;O005906;P00135;2;Lyon;2024-10-12;2024-10-14;DHL;12.07;2
SHP005028;O005907;P00691;1;Lyon;2024-03-14;2024-03-16;DHL;10.42;2
SHP005029;O005908;P00751;8;Lyon;2024-05-13;2024-05-19;Chronopost;11.81;6
SHP005030;O005909;P00179;1;Paris;2024-11-05;2024-11-09;UPS;9.85;4
SHP005031;O005910;P00001;2;Paris;2024-12-17;2024-12-20;FedEx;15.03;3
SHP005032;O005911;P00234;3;Paris;2024-10-20;2024-10-26;UPS;12.73;6
SHP005033;O005912;P00253;3;Marseille;2024-12-18;2024-12-23;UPS;12.95;5
SHP005034;O005913;P00890;5;Paris;2024-11-19;2024-11-21;DHL;14.8;2
SHP005035;O005914;P00859;1;Marseille;2024-10-12;2024-10-16;FedEx;13.66;4
SHP005036;O005915;P00262;2;Marseille;2024-05-31;2024-06-07;Chronopost;9.04;7
SHP005037;O005916;P00250;5;Paris;2024-12-29;2025-01-02;FedEx;18.17;4
SHP005038;O005917;P00490;15;Lyon;2024-09-12;2024-09-16;FedEx;21.7;4
SHP005039;O005918;P00090;8;Marseille;2024-01-23;2024-01-25;DHL;15.82;2
SHP005040;O005919;P00467;12;Lyon;2024-12-07;2024-12-10;FedEx;21.23;3
SHP005041;O005921;P00055;8;Marseille;2024-12-30;2025-01-06;Chronopost;12.1;7
SHP005042;O005922;P00876;3;Lyon;2024-10-09;2024-10-12;FedEx;17.92;3
SHP005043;O005923;P00979;1;Paris;2024-10-10;2024-10-13;FedEx;13.92;3
SHP005044;O005924;P00080;5;Lyon;2024-12-21;2024-12-27;UPS;13.67;6
SHP005045;O005926;P00106;5;Marseille;2024-01-04;2024-01-07;FedEx;18.23;3
SHP005046;O005927;P00780;5;Lyon;2024-08-16;2024-08-22;Chronopost;10.82;6
SHP005047;O005928;P00594;3;Marseille;2024-10-12;2024-10-18;UPS;12.43;6
SHP005048;O005929;P00666;3;Paris;2024-11-24;2024-11-26;DHL;14.23;2
SHP005049;O005930;P00438;2;Marseille;2024-12-06;2024-12-13;Chronopost;8.68;7
SHP005050;O005931;P00182;3;Paris;2024-05-01;2024-05-05;FedEx;17.19;4
SHP005051;O005932;P00250;1;Paris;2024-10-23;2024-10-27;FedEx;13.98;4
SHP005052;O005933;P00373;8;Lyon;2024-10-24;2024-10-29;UPS;14.64;5
SHP005053;O005935;P00792;1;Paris;2024-11-20;2024-11-24;FedEx;13.86;4
SHP005054;O005936;P00082;1;Lyon;2024-04-18;2024-04-20;DHL;10.68;2
SHP005055;O005937;P00693;2;Lyon;2024-12-24;2024-12-29;UPS;12.05;5
SHP005056;O005938;P00175;5;Marseille;2024-05-04;2024-05-08;FedEx;18.58;4
SHP005057;O005940;P00989;2;Marseille;2024-05-19;2024-05-26;Chronopost;9.5;7
SHP005058;O005941;P00136;2;Paris;2024-03-10;2024-03-16;UPS;10.94;6
SHP005059;O005942;P00133;3;Paris;2024-01-12;2024-01-18;UPS;12.91;6
SHP005060;O005943;P00751;2;Marseille;2024-08-11;2024-08-15;UPS;11.43;4
SHP005061;O005944;P00467;12;Lyon;2024-02-25;2024-03-02;UPS;15.53;6
SHP005062;O005945;P00742;12;Paris;2024-12-30;2025-01-02;FedEx;21.23;3
SHP005063;O005946;P00785;3;Marseille;2024-01-06;2024-01-10;FedEx;17.02;4
SHP005064;O005947;P00417;2;Paris;2024-11-24;2024-11-30;Chronopost;8.62;6
SHP005065;O005948;P00370;8;Marseille;2024-12-13;2024-12-17;FedEx;19.37;4
SHP005066;O005949;P00055;1;Paris;2024-01-13;2024-01-17;FedEx;12.37;4
SHP005067;O005950;P00467;3;Lyon;2024-05-21;2024-05-25;UPS;12.32;4
SHP005068;O005952;P00707;2;Paris;2024-08-15;2024-08-19;UPS;11.35;4
SHP005069;O005953;P00733;12;Marseille;2024-04-01;2024-04-04;FedEx;21.21;3
SHP005070;O005954;P00890;1;Paris;2024-12-31;2025-01-02;DHL;10.1;2
SHP005071;O005955;P00400;3;Marseille;2024-08-04;2024-08-06;DHL;14.42;2
SHP005072;O005956;P00009;8;Lyon;2024-02-28;2024-03-03;FedEx;19.41;4
SHP005073;O005957;P00865;3;Lyon;2024-02-24;2024-02-28;FedEx;16.85;4
SHP005074;O005958;P00226;1;Paris;2024-05-12;2024-05-14;DHL;10.68;2
SHP005075;O005959;P00305;15;Paris;2024-09-17;2024-09-20;FedEx;21.72;3
SHP005076;O005960;P00377;3;Paris;2024-12-18;2024-12-24;UPS;12.63;6
SHP005077;O005961;P00258;5;Marseille;2024-01-28;2024-01-31;FedEx;18.14;3
SHP005078;O005962;P00205;1;Lyon;2024-12-23;2024-12-28;UPS;10.66;5
SHP005079;O005963;P00963;3;Marseille;2024-01-31;2024-02-02;DHL;13.87;2
SHP005080;O005964;P00012;2;Paris;2024-12-19;2024-12-23;FedEx;16.29;4
SHP005081;O005965;P00490;1;Paris;2024-12-26;2024-12-31;UPS;9.52;5
SHP005082;O005966;P00895;1;Marseille;2024-12-24;2024-12-28;FedEx;13.06;4
SHP005083;O005967;P00128;10;Paris;2024-11-10;2024-11-12;DHL;16.7;2
SHP005084;O005968;P00959;1;Paris;2024-03-25;2024-03-28;FedEx;14.4;3
SHP005085;O005969;P00968;1;Lyon;2024-01-12;2024-01-14;DHL;11.56;2
SHP005086;O005970;P00370;3;Lyon;2024-08-02;2024-08-06;FedEx;17.05;4
SHP005087;O005971;P00390;8;Paris;2024-12-26;2024-12-29;FedEx;19.69;3
SHP005088;O005973;P00240;1;Marseille;2024-01-29;2024-02-02;FedEx;12.62;4
SHP005089;O005974;P00957;3;Paris;2024-10-03;2024-10-06;FedEx;17.77;3
SHP005090;O005975;P00011;1;Marseille;2024-10-12;2024-10-16;FedEx;13.19;4
SHP005091;O005977;P00661;1;Paris;2024-09-29;2024-10-05;UPS;9.26;6
SHP005092;O005978;P00831;1;Marseille;2024-11-17;2024-11-19;DHL;10.42;2
SHP005093;O005979;P00256;10;Paris;2024-03-19;2024-03-23;FedEx;20.34;4
SHP005094;O005980;P00379;1;Marseille;2024-03-19;2024-03-22;FedEx;13.18;3
SHP005095;O005981;P00231;1;Paris;2024-10-18;2024-10-20;DHL;10.36;2
SHP005096;O005983;P00541;2;Marseille;2024-01-31;2024-02-03;FedEx;16.38;3
SHP005097;O005984;P00017;10;Paris;2024-03-17;2024-03-20;FedEx;20.44;3
SHP005098;O005985;P00811;2;Paris;2024-08-12;2024-08-18;UPS;10.84;6
SHP005099;O005986;P00938;2;Lyon;2024-12-25;2024-12-29;UPS;11.95;4
SHP005100;O005987;P00921;1;Marseille;2024-10-21;2024-10-25;UPS;9.28;4
SHP005101;O005988;P00305;2;Lyon;2024-12-21;2024-12-23;DHL;13.59;2
SHP005102;O005989;P00653;3;Marseille;2024-11-11;2024-11-16;UPS;13.04;5
SHP005103;O005990;P00738;3;Marseille;2024-07-10;2024-07-16;Chronopost;10.57;6
SHP005104;O005991;P00507;2;Lyon;2024-11-17;2024-11-19;DHL;12.66;2
SHP005105;O005993;P00536;2;Marseille;2024-04-25;2024-04-29;FedEx;15.16;4
SHP005106;O005994;P00366;1;Marseille;2024-12-26;2024-12-30;FedEx;13.07;4
SHP005107;O005995;P00811;2;Marseille;2024-10-06;2024-10-11;UPS;11.57;5
SHP005108;O005998;P00463;1;Paris;2024-10-19;2024-10-23;FedEx;12.99;4
SHP005109;O005999;P00881;8;Lyon;2024-09-04;2024-09-07;FedEx;19.67;3
SHP005110;O006001;P00445;15;Paris;2024-10-23;2024-10-26;FedEx;21.66;3
SHP005111;O006002;P00875;15;Lyon;2024-11-08;2024-11-11;FedEx;21.7;3
SHP005112;O006003;P00981;10;Marseille;2024-09-25;2024-10-01;UPS;15.06;6
SHP005113;O006004;P00472;5;Lyon;2024-03-15;2024-03-18;FedEx;18.01;3
SHP005114;O006005;P00332;5;Lyon;2024-09-10;2024-09-13;FedEx;19.01;3
SHP005115;O006006;P00252;2;Paris;2024-10-08;2024-10-11;FedEx;14.85;3
SHP005116;O006008;P00707;5;Lyon;2024-02-23;2024-02-25;DHL;15.05;2
SHP005117;O006009;P00558;3;Marseille;2024-02-05;2024-02-07;DHL;13.65;2
SHP005118;O006010;P00259;3;Marseille;2024-12-01;2024-12-03;DHL;13.86;2
SHP005119;O006011;P00334;8;Lyon;2024-10-21;2024-10-24;FedEx;19.58;3
SHP005120;O006012;P00604;2;Marseille;2024-11-12;2024-11-16;UPS;10.97;4
SHP005121;O006013;P00778;2;Marseille;2024-01-20;2024-01-25;UPS;11.23;5
SHP005122;O006014;P00070;12;Paris;2024-09-19;2024-09-23;FedEx;21.25;4
SHP005123;O006015;P00859;1;Lyon;2024-12-08;2024-12-12;FedEx;12.56;4
SHP005124;O006016;P00413;3;Marseille;2024-10-09;2024-10-13;FedEx;16.86;4
SHP005125;O006017;P00067;12;Lyon;2025-01-04;2025-01-10;Chronopost;13.3;6
SHP005126;O006018;P00613;5;Paris;2024-01-29;2024-02-01;FedEx;18.1;3
SHP005127;O006019;P00338;3;Lyon;2024-11-21;2024-11-24;FedEx;17.46;3
SHP005128;O006020;P00646;1;Marseille;2024-04-14;2024-04-18;FedEx;14.5;4
SHP005129;O006021;P00759;2;Paris;2024-08-25;2024-08-29;UPS;11.4;4
SHP005130;O006022;P00924;10;Lyon;2024-11-02;2024-11-05;FedEx;20.52;3
SHP005131;O006023;P00319;3;Paris;2024-12-11;2024-12-15;FedEx;17.59;4
SHP005132;O006025;P00254;3;Lyon;2024-01-23;2024-01-27;FedEx;17.15;4
SHP005133;O006026;P00893;1;Lyon;2024-11-27;2024-12-01;FedEx;13.0;4
SHP005134;O006027;P00496;1;Paris;2024-11-17;2024-11-22;UPS;9.11;5
SHP005135;O006028;P00037;15;Marseille;2024-11-15;2024-11-18;FedEx;21.64;3
SHP005136;O006029;P00195;2;Marseille;2024-07-23;2024-07-27;FedEx;15.77;4
SHP005137;O006030;P00284;5;Paris;2024-11-10;2024-11-14;FedEx;18.03;4
SHP005138;O006031;P00535;1;Paris;2024-11-22;2024-11-26;UPS;9.56;4
SHP005139;O006032;P00503;5;Paris;2024-09-14;2024-09-17;FedEx;18.83;3
SHP005140;O006033;P00014;12;Lyon;2024-11-17;2024-11-21;FedEx;21.33;4
SHP005141;O006034;P00509;3;Marseille;2024-12-31;2025-01-02;DHL;14.61;2
SHP005142;O006035;P00610;1;Lyon;2024-01-17;2024-01-20;FedEx;13.26;3
SHP005143;O006036;P00362;3;Lyon;2024-04-26;2024-05-03;Chronopost;10.65;7
SHP005144;O006037;P00873;8;Paris;2024-12-06;2024-12-10;UPS;14.36;4
SHP005145;O006038;P00986;2;Marseille;2024-10-07;2024-10-10;FedEx;16.06;3
SHP005146;O006039;P00373;10;Paris;2024-12-26;2024-12-28;DHL;17.04;2
SHP005147;O006040;P00526;5;Marseille;2024-12-12;2024-12-16;FedEx;18.49;4
SHP005148;O006041;P00904;12;Lyon;2024-10-17;2024-10-22;UPS;15.29;5
SHP005149;O006042;P00478;5;Lyon;2025-01-02;2025-01-07;UPS;13.36;5
SHP005150;O006043;P00118;1;Paris;2024-05-10;2024-05-13;FedEx;13.31;3
SHP005151;O006045;P00449;2;Paris;2024-11-03;2024-11-07;FedEx;15.1;4
SHP005152;O006046;P00711;1;Lyon;2024-08-23;2024-08-27;FedEx;14.02;4
SHP005153;O006048;P00610;12;Lyon;2024-09-13;2024-09-17;FedEx;21.09;4
SHP005154;O006049;P00093;8;Lyon;2024-02-15;2024-02-20;UPS;14.32;5
SHP005155;O006052;P00305;5;Paris;2024-03-29;2024-03-31;DHL;15.41;2
SHP005156;O006054;P00334;2;Lyon;2024-11-22;2024-11-26;UPS;11.11;4
SHP005157;O006055;P00435;1;Paris;2024-04-06;2024-04-11;UPS;10.29;5
SHP005158;O006056;P00070;8;Marseille;2024-08-16;2024-08-18;DHL;16.05;2
SHP005159;O006057;P00691;3;Marseille;2024-02-10;2024-02-14;FedEx;16.74;4
SHP005160;O006058;P00343;1;Lyon;2024-09-16;2024-09-19;FedEx;14.26;3
SHP005161;O006060;P00170;5;Lyon;2024-03-21;2024-03-24;FedEx;18.17;3
SHP005162;O006061;P00893;1;Lyon;2024-03-10;2024-03-13;FedEx;12.4;3
SHP005163;O006063;P00231;2;Lyon;2024-12-22;2024-12-24;DHL;12.61;2
SHP005164;O006064;P00136;3;Marseille;2025-01-04;2025-01-08;FedEx;16.69;4
SHP005165;O006065;P00435;1;Marseille;2024-11-15;2024-11-20;UPS;10.04;5
SHP005166;O006066;P00143;20;Marseille;2024-12-29;2025-01-04;Chronopost;13.88;6
SHP005167;O006067;P00740;1;Paris;2024-01-06;2024-01-09;FedEx;14.09;3
SHP005168;O006068;P00128;1;Marseille;2024-11-07;2024-11-13;Chronopost;7.04;6
SHP005169;O006069;P00104;1;Paris;2024-12-11;2024-12-18;Chronopost;7.63;7
SHP005170;O006070;P00014;8;Paris;2024-11-30;2024-12-04;FedEx;19.69;4
SHP005171;O006071;P00921;2;Paris;2024-10-20;2024-10-22;DHL;13.4;2
SHP005172;O006072;P00688;3;Paris;2024-10-22;2024-10-25;FedEx;17.65;3
SHP005173;O006073;P00106;1;Marseille;2024-12-15;2024-12-18;FedEx;12.21;3
SHP005174;O006075;P00843;1;Paris;2024-01-15;2024-01-21;UPS;9.24;6
SHP005175;O006076;P00082;2;Lyon;2024-03-23;2024-03-27;FedEx;16.46;4
SHP005176;O006078;P00610;8;Paris;2024-11-17;2024-11-22;UPS;14.72;5
SHP005177;O006079;P00044;10;Paris;2024-03-14;2024-03-17;FedEx;20.85;3
SHP005178;O006080;P00233;1;Marseille;2024-12-27;2024-12-30;FedEx;12.87;3
SHP005179;O006081;P00861;3;Marseille;2024-02-03;2024-02-10;Chronopost;10.31;7
SHP005180;O006082;P00341;12;Lyon;2024-12-22;2024-12-28;UPS;15.39;6
SHP005181;O006083;P00811;2;Marseille;2024-12-27;2024-12-31;FedEx;15.88;4
SHP005182;O006084;P00136;10;Lyon;2024-01-15;2024-01-18;FedEx;20.3;3
SHP005183;O006085;P00400;1;Marseille;2024-12-30;2025-01-02;FedEx;13.34;3
SHP005184;O006089;P00046;12;Marseille;2024-01-08;2024-01-10;DHL;17.48;2
SHP005185;O006090;P00140;8;Marseille;2024-12-06;2024-12-09;FedEx;19.51;3
SHP005186;O006091;P00873;15;Lyon;2024-02-05;2024-02-11;Chronopost;13.53;6
SHP005187;O006092;P00886;5;Marseille;2024-12-04;2024-12-08;FedEx;18.77;4
SHP005188;O006093;P00558;2;Lyon;2024-05-17;2024-05-21;UPS;11.54;4
SHP005189;O006094;P00594;12;Paris;2024-12-26;2024-12-28;DHL;17.51;2
SHP005190;O006096;P00451;2;Lyon;2024-12-05;2024-12-10;UPS;10.93;5
SHP005191;O006097;P00158;2;Paris;2024-12-22;2024-12-29;Chronopost;8.66;7
SHP005192;O006098;P00330;5;Lyon;2024-12-12;2024-12-18;Chronopost;11.61;6
SHP005193;O006099;P00778;8;Lyon;2024-12-19;2024-12-23;FedEx;19.65;4
SHP005194;O006100;P00082;12;Marseille;2024-04-07;2024-04-11;FedEx;21.29;4
SHP005195;O006101;P00182;1;Lyon;2024-11-12;2024-11-16;FedEx;14.05;4
SHP005196;O006102;P00158;8;Marseille;2025-01-01;2025-01-04;FedEx;19.98;3
SHP005197;O006103;P00253;8;Marseille;2024-12-06;2024-12-09;FedEx;19.39;3
SHP005198;O006104;P00568;1;Paris;2024-11-16;2024-11-18;DHL;10.51;2
SHP005199;O006105;P00319;2;Marseille;2024-09-05;2024-09-09;FedEx;15.87;4
SHP005200;O006106;P00012;2;Lyon;2024-04-20;2024-04-24;UPS;10.98;4
SHP005201;O006107;P00740;2;Paris;2024-09-11;2024-09-15;FedEx;15.04;4
SHP005202;O006108;P00355;20;Paris;2024-11-07;2024-11-11;FedEx;21.83;4
SHP005203;O006111;P00319;5;Paris;2024-01-09;2024-01-13;UPS;13.5;4
SHP005204;O006112;P00713;5;Lyon;2024-03-02;2024-03-08;UPS;14.02;6
SHP005205;O006113;P00541;15;Lyon;2024-04-09;2024-04-12;FedEx;21.77;3
SHP005206;O006114;P00082;2;Marseille;2024-07-25;2024-07-29;FedEx;15.77;4
SHP005207;O006116;P00595;8;Marseille;2024-03-30;2024-04-01;DHL;16.41;2
SHP005208;O006117;P00009;2;Lyon;2024-10-27;2024-10-30;FedEx;16.35;3
SHP005209;O006119;P00957;10;Paris;2024-12-21;2024-12-24;FedEx;20.7;3
SHP005210;O006120;P00370;1;Lyon;2024-02-13;2024-02-17;FedEx;13.81;4
SHP005211;O006121;P00918;15;Paris;2024-08-27;2024-08-29;DHL;17.58;2
SHP005212;O006122;P00025;1;Lyon;2024-11-17;2024-11-19;DHL;11.75;2
SHP005213;O006123;P00627;2;Lyon;2025-01-05;2025-01-10;UPS;11.28;5
SHP005214;O006124;P00188;8;Lyon;2024-01-23;2024-01-25;DHL;16.05;2
SHP005215;O006125;P00377;2;Paris;2024-12-04;2024-12-07;FedEx;15.94;3
SHP005216;O006126;P00766;5;Marseille;2024-09-25;2024-09-27;DHL;14.87;2
SHP005217;O006127;P00973;2;Paris;2024-12-12;2024-12-18;UPS;12.11;6
SHP005218;O006128;P00765;8;Marseille;2024-02-21;2024-02-23;DHL;15.94;2
SHP005219;O006129;P00657;1;Paris;2024-11-21;2024-11-25;FedEx;14.28;4
SHP005220;O006131;P00470;1;Paris;2024-12-20;2024-12-22;DHL;10.47;2
SHP005221;O006132;P00764;2;Marseille;2024-10-16;2024-10-19;FedEx;15.0;3
SHP005222;O006135;P00963;3;Marseille;2024-09-06;2024-09-09;FedEx;16.74;3
SHP005223;O006136;P00671;1;Lyon;2024-02-03;2024-02-07;UPS;10.18;4
SHP005224;O006137;P00551;2;Paris;2024-08-10;2024-08-13;FedEx;15.55;3
SHP005225;O006138;P00612;2;Lyon;2024-10-17;2024-10-20;FedEx;16.0;3
SHP005226;O006139;P00593;1;Marseille;2024-08-28;2024-09-01;UPS;9.4;4
SHP005227;O006140;P00558;3;Marseille;2024-01-06;2024-01-08;DHL;14.67;2
SHP005228;O006141;P00589;10;Paris;2024-09-19;2024-09-23;UPS;15.19;4
SHP005229;O006142;P00740;1;Marseille;2024-09-06;2024-09-10;FedEx;13.52;4
SHP005230;O006143;P00510;3;Paris;2024-11-25;2024-11-29;FedEx;17.98;4
