id_achat;date_achat;id_produit;quantité;id_fournisseur;prix_unitaire;délai_livraison_jours
PO002032;18/07/2024;P00875;150;S028;18.76;14
PO002033;07/02/2024;P00018;150;S008;260.53;3
PO002034;01/05/2024;P00051;75;S029;185.0;5
PO002035;25/01/2024;P00799;25;S008;122.25;3
PO002036;01/08/2024;P00930;200;S029;246.04;3
PO002037;17/09/2024;P00657;75;S008;34.98;3
PO002038;15/07/2024;P00710;25;S008;212.33;2
PO002039;01/04/2024;P00673;50;S040;12.41;3
PO002040;28/12/2024;P00272;25;S029;205.42;9
PO002041;14/06/2024;P00877;50;S008;119.86;10
PO002042;01/10/2024;P00329;75;S012;186.06;7
PO002043;18/12/2024;P00578;50;S008;29.99;12
PO002044;13/04/2024;P00073;100;S008;169.77;8
PO002045;29/12/2024;P00402;300;S028;179.54;2
PO002046;04/11/2024;P00749;50;S008;220.07;8
PO002047;02/07/2024;P00786;50;S028;119.34;9
PO002048;08/06/2024;P00589;100;S002;172.27;11
PO002049;23/12/2024;P00338;75;S029;101.47;3
PO002050;26/06/2024;P00726;50;S048;93.64;3
PO002051;12/03/2024;P00526;150;S043;215.25;13
PO002052;28/06/2024;P00571;200;S028;39.47;2
PO002053;11/01/2024;P00428;75;S028;245.26;5
PO002054;19/09/2024;P00547;25;S028;224.45;11
PO002055;20/06/2024;P00771;75;S008;298.76;5
PO002056;26/08/2024;P00089;75;S042;96.74;14
PO002057;03/03/2024;P00199;50;S029;88.13;9
PO002058;12/07/2024;P00827;50;S029;291.83;3
PO002059;04/04/2024;P00915;75;S008;296.95;8
PO002060;09/12/2024;P00176;50;S029;128.0;7
PO002061;25/02/2024;P00781;25;S008;31.27;11
PO002062;14/05/2024;P00316;200;S010;268.51;3
PO002063;30/04/2024;P00390;200;S002;39.02;3
PO002064;04/03/2024;P00531;150;S028;10.68;2
PO002065;21/09/2024;P00239;50;S002;289.52;5
PO002066;09/06/2024;P00473;50;S029;198.69;14
PO002067;19/05/2024;P00530;100;S019;75.46;9
PO002068;16/01/2024;P00667;100;S048;192.38;10
PO002069;19/12/2024;P00624;100;S028;118.37;3
PO002070;06/12/2024;P00738;25;S031;39.77;7
PO002071;26/03/2024;P00069;100;S008;218.3;12
PO002072;30/08/2024;P00402;200;S002;253.54;7
PO002073;01/06/2024;P00584;10;S002;171.86;12
PO002074;08/09/2024;P00757;50;S049;79.56;11
PO002075;16/04/2024;P00685;75;S012;288.79;13
PO002076;01/04/2024;P00867;100;S029;112.08;10
PO002077;05/12/2024;P00394;10;S015;40.69;6
PO002078;03/08/2024;P00559;200;S002;173.09;9
PO002079;22/07/2024;P00248;10;S028;76.83;6
PO002080;10/11/2024;P00096;200;S010;267.19;13
PO002081;11/07/2024;P00051;10;S012;228.37;2
PO002082;02/05/2024;P00399;25;S013;166.43;10
PO002083;15/02/2024;P00458;150;S018;56.86;4
PO002084;05/09/2024;P00492;200;S002;203.35;8
PO002085;03/12/2024;P00809;500;S029;119.49;8
PO002086;19/09/2024;P00733;25;S028;121.02;5
PO002087;16/05/2024;P00563;75;S028;32.13;8
PO002088;06/03/2024;P00452;10;S027;49.02;10
PO002089;21/09/2024;P00932;25;S028;195.72;14
PO002090;20/08/2024;P00295;25;S012;59.99;11
PO002091;03/02/2024;P00932;10;S044;180.61;10
PO002092;11/12/2024;P00439;200;S028;27.21;12
PO002093;14/07/2024;P00576;25;S014;71.8;13
PO002094;16/04/2024;P00372;100;S008;155.92;10
PO002095;15/05/2024;P00233;100;S029;20.26;6
PO002096;16/07/2024;P00384;25;S029;112.04;6
PO002097;01/07/2024;P00858;500;S028;151.07;13
PO002098;01/09/2024;P00140;50;S032;113.79;13
PO002099;09/01/2024;P00412;200;S028;177.17;3
PO002100;17/08/2024;P00436;300;S008;180.37;8
PO002101;25/01/2024;P00714;300;S048;285.82;9
PO002102;08/04/2024;P00126;150;S029;166.6;6
PO002103;09/04/2024;P00027;50;S029;65.68;12
PO002104;02/03/2024;P00287;25;S028;237.02;9
PO002105;16/08/2024;P00327;75;S010;103.96;8
PO002106;14/12/2024;P00640;50;S008;15.04;12
PO002107;24/10/2024;P00433;150;S029;107.91;14
PO002108;03/03/2024;P00814;100;S048;112.46;5
PO002109;22/07/2024;P00029;50;S046;76.59;9
PO002110;28/10/2024;P00614;10;S029;80.41;10
PO002111;19/12/2024;P00784;25;S029;51.0;11
PO002112;26/02/2024;P00330;75;S012;293.06;9
PO002113;21/11/2024;P00786;10;S012;167.43;12
PO002114;25/12/2024;P00538;100;S008;275.31;10
PO002115;23/10/2024;P00814;100;S006;294.4;8
PO002116;08/12/2024;P00052;25;S038;179.4;2
PO002117;27/02/2024;P00261;75;S008;169.75;9
PO002118;09/12/2024;P00127;100;S008;72.93;6
PO002119;04/12/2024;P00087;75;S029;216.72;3
PO002120;10/01/2024;P00983;300;S026;292.34;8
PO002121;17/03/2024;P00150;25;S008;238.39;10
PO002122;03/07/2024;P00751;50;S029;241.49;4
PO002123;10/07/2024;P00864;200;S012;59.18;12
PO002124;16/01/2024;P00833;50;S028;154.34;14
PO002125;12/05/2024;P00994;50;S008;145.87;12
PO002126;24/11/2024;P00607;100;S046;126.24;6
PO002127;28/01/2024;P00672;100;S002;92.48;3
PO002128;21/12/2024;P00196;10;S008;93.23;8
PO002129;07/10/2024;P00598;75;S008;97.83;7
PO002130;16/04/2024;P00838;50;S008;247.02;9
PO002131;08/12/2024;P00872;100;S001;275.22;10
PO002132;27/10/2024;P00033;75;S048;19.29;3
PO002133;28/12/2024;P00064;100;S048;118.39;8
PO002134;19/04/2024;P00088;100;S028;177.55;10
PO002135;07/06/2024;P00529;50;S029;152.76;6
PO002136;23/11/2024;P00358;25;S002;39.65;4
PO002137;30/11/2024;P00580;50;S029;268.42;7
PO002138;27/03/2024;P00099;25;S008;121.75;5
PO002139;13/01/2024;P00206;100;S020;120.34;6
PO002140;05/12/2024;P00554;100;S046;93.9;4
PO002141;06/01/2024;P00629;25;S037;150.72;13
PO002142;24/01/2024;P00147;200;S028;283.58;7
PO002143;26/12/2024;P00962;75;S019;251.18;12
PO002144;24/04/2024;P00381;25;S048;271.96;11
PO002145;03/11/2024;P00743;25;S008;112.22;2
PO002146;29/01/2024;P00039;75;S029;206.83;12
PO002147;12/11/2024;P00965;50;S028;18.67;6
PO002148;05/08/2024;P00153;200;S012;78.56;12
PO002149;29/12/2024;P00971;75;S048;124.04;8
PO002150;12/04/2024;P00460;200;S048;143.45;8
PO002151;03/06/2024;P00675;25;S028;75.14;8
PO002152;23/09/2024;P00287;100;S029;292.81;4
PO002153;05/02/2024;P00103;200;S029;160.32;11
PO002154;12/07/2024;P00238;50;S008;195.65;7
PO002155;29/12/2024;P00298;25;S010;287.21;6
PO002156;09/06/2024;P00131;75;S047;147.17;6
PO002157;27/12/2024;P00323;300;S004;154.29;4
PO002158;05/03/2024;P00344;100;S002;132.14;10
PO002159;27/03/2024;P00164;100;S012;119.73;11
PO002160;14/08/2024;P00174;100;S029;250.68;11
PO002161;11/03/2024;P00739;10;S010;289.82;4
PO002162;08/12/2024;P00756;50;S010;245.83;9
PO002163;03/03/2024;P00248;10;S029;253.52;13
PO002164;14/07/2024;P00989;50;S008;137.03;8
PO002165;20/11/2024;P00984;150;S029;60.29;13
PO002166;13/07/2024;P00187;100;S008;190.82;9
PO002167;14/01/2024;P00281;500;S048;69.02;4
PO002168;04/02/2024;P00429;25;S024;227.57;6
PO002169;04/07/2024;P00857;50;S046;226.95;13
PO002170;17/08/2024;P00500;150;S048;84.44;3
PO002171;19/08/2024;P00830;25;S029;299.71;2
PO002172;19/02/2024;P00878;25;S028;110.29;4
PO002173;24/02/2024;P00912;50;S029;129.59;13
PO002174;11/02/2024;P00731;50;S013;80.03;4
PO002175;23/09/2024;P00460;500;S029;205.73;4
PO002176;17/04/2024;P00193;75;S010;208.28;3
PO002177;09/08/2024;P00300;200;S029;116.89;14
PO002178;19/09/2024;P00447;200;S029;28.22;11
PO002179;18/04/2024;P00329;25;S046;219.5;2
PO002180;08/11/2024;P00061;100;S022;31.83;10
PO002181;28/09/2024;P00147;50;S029;88.38;11
PO002182;31/08/2024;P00022;10;S028;240.73;10
PO002183;28/07/2024;P00802;200;S008;253.59;14
PO002184;05/07/2024;P00158;50;S021;248.84;12
PO002185;25/11/2024;P00397;50;S028;194.85;6
PO002186;12/10/2024;P00564;50;S005;166.32;5
PO002187;24/11/2024;P00419;25;S029;297.78;13
PO002188;25/04/2024;P00170;50;S048;274.35;8
PO002189;20/11/2024;P00574;50;S008;254.75;12
PO002190;09/09/2024;P00660;50;S038;235.23;8
PO002191;28/03/2024;P00341;200;S029;137.97;7
PO002192;29/08/2024;P00613;50;S002;152.41;12
PO002193;31/08/2024;P00461;10;S029;52.17;11
PO002194;12/02/2024;P00264;25;S029;291.81;11
PO002195;23/06/2024;P00665;100;S008;219.69;3
PO002196;30/06/2024;P00901;75;S008;63.86;6
PO002197;27/06/2024;P00355;300;S018;199.34;6
PO002198;01/02/2024;P00774;100;S048;89.05;3
PO002199;12/09/2024;P00659;25;S029;284.46;5
PO002200;28/01/2024;P00144;25;S008;123.16;2
PO002201;25/01/2024;P00147;75;S029;108.63;13
PO002202;17/02/2024;P00994;100;S028;72.93;14
PO002203;15/06/2024;P00038;25;S012;82.57;4
PO002204;12/08/2024;P00215;100;S046;220.39;5
PO002205;19/01/2024;P00086;200;S029;127.55;9
PO002206;03/11/2024;P00792;100;S029;16.35;14
PO002207;31/08/2024;P00697;100;S008;20.85;11
PO002208;15/05/2024;P00613;150;S028;158.96;12
PO002209;16/05/2024;P00991;25;S029;87.66;12
PO002210;12/04/2024;P00954;25;S008;271.44;6
PO002211;09/08/2024;P00428;10;S028;253.74;2
PO002212;01/04/2024;P00824;25;S030;44.19;2
PO002213;17/08/2024;P00920;200;S019;237.9;14
PO002214;15/11/2024;P00548;25;S029;125.68;14
PO002215;03/08/2024;P00210;100;S028;284.9;3
PO002216;15/05/2024;P00659;100;S008;150.57;11
PO002217;21/05/2024;P00746;100;S030;285.73;14
PO002218;03/07/2024;P00846;75;S012;111.39;13
PO002219;05/02/2024;P00656;75;S010;22.29;3
PO002220;07/04/2024;P00998;50;S008;143.54;13
PO002221;22/01/2024;P00166;200;S036;286.52;3
PO002222;14/09/2024;P00910;10;S008;185.42;7
PO002223;20/02/2024;P00213;10;S002;74.36;4
PO002224;29/09/2024;P00817;75;S028;244.99;14
PO002225;27/07/2024;P00910;50;S048;109.21;10
PO002226;25/12/2024;P00165;50;S050;116.52;10
PO002227;11/01/2024;P00613;500;S046;263.01;6
PO002228;15/12/2024;P00295;150;S018;239.23;3
PO002229;02/09/2024;P00046;200;S008;264.48;9
PO002230;07/03/2024;P00143;50;S029;78.58;11
PO002231;26/06/2024;P00115;25;S031;191.22;8
PO002232;26/01/2024;P00513;150;S028;56.26;4
PO002233;19/05/2024;P00605;150;S028;112.91;6
PO002234;08/01/2024;P00654;75;S015;15.41;14
PO002235;25/06/2024;P00139;200;S049;229.91;10
PO002236;01/01/2024;P00590;300;S002;24.49;7
PO002237;19/03/2024;P00094;75;S048;179.44;9
PO002238;09/03/2024;P00866;25;S029;235.44;3
PO002239;13/07/2024;P00446;75;S029;217.0;8
PO002240;07/04/2024;P00104;500;S013;75.59;4
PO002241;15/05/2024;P00104;50;S046;271.59;12
PO002242;29/11/2024;P00085;100;S008;137.6;5
PO002243;24/04/2024;P00322;100;S028;109.24;7
PO002244;03/11/2024;P00124;25;S029;66.84;3
PO002245;22/12/2024;P00817;75;S048;198.78;9
PO002246;13/05/2024;P00930;50;S008;237.15;6
PO002247;29/06/2024;P00565;200;S029;225.79;5
PO002248;25/11/2024;P00328;100;S043;99.76;12
PO002249;07/03/2024;P00519;150;S029;73.94;8
PO002250;07/01/2024;P00427;25;S046;182.06;6
PO002251;07/08/2024;P00378;10;S008;27.92;7
PO002252;17/11/2024;P00362;200;S004;170.8;6
PO002253;14/02/2024;P00959;50;S029;215.94;13
PO002254;02/03/2024;P00879;25;S002;272.45;12
PO002255;09/08/2024;P00673;10;S004;65.59;8
PO002256;27/09/2024;P00404;75;S046;264.98;6
PO002257;29/07/2024;P00216;25;S008;115.41;10
PO002258;14/03/2024;P00830;75;S005;77.43;5
PO002259;20/08/2024;P00379;100;S043;33.97;7
PO002260;01/04/2024;P00677;75;S046;98.73;4
PO002261;30/06/2024;P00526;200;S048;80.93;11
PO002262;29/04/2024;P00079;25;S012;250.26;10
PO002263;22/09/2024;P00652;75;S046;115.78;5
PO002264;08/11/2024;P00251;25;S047;228.89;4
PO002265;01/04/2024;P00232;200;S028;48.58;6
PO002266;05/03/2024;P00356;300;S008;132.21;10
PO002267;18/04/2024;P00732;50;S029;46.82;2
PO002268;26/11/2024;P00429;50;S008;10.21;4
PO002269;11/09/2024;P00132;50;S028;260.05;3
PO002270;01/04/2024;P00179;200;S036;21.48;6
PO002271;11/02/2024;P00697;100;S028;260.49;11
PO002272;05/01/2024;P00578;200;S008;269.76;11
PO002273;16/04/2024;P00773;25;S008;263.29;13
PO002274;29/06/2024;P00153;75;S028;45.12;12
PO002275;03/09/2024;P00396;100;S046;201.53;3
PO002276;30/08/2024;P00609;200;S028;141.97;8
PO002277;11/02/2024;P00410;50;S002;69.57;6
PO002278;25/12/2024;P00412;50;S018;97.42;2
PO002279;20/12/2024;P00292;200;S008;18.88;6
PO002280;02/05/2024;P00405;10;S048;62.53;8
PO002281;16/01/2024;P00004;75;S008;296.47;6
PO002282;05/08/2024;P00319;75;S009;220.92;6
PO002283;13/09/2024;P00030;25;S010;295.59;5
PO002284;25/07/2024;P00381;50;S050;190.59;8
PO002285;18/02/2024;P00699;100;S029;266.03;4
PO002286;14/11/2024;P00517;50;S046;276.78;3
PO002287;10/08/2024;P00300;50;S008;225.19;10
PO002288;12/04/2024;P00799;150;S010;127.43;14
PO002289;19/05/2024;P00468;500;S028;130.46;2
PO002290;28/07/2024;P00322;150;S023;118.37;7
PO002291;29/12/2024;P00696;150;S029;72.07;14
PO002292;07/06/2024;P00794;300;S029;280.29;12
PO002293;22/09/2024;P00634;150;S028;38.59;4
PO002294;04/02/2024;P00820;500;S028;86.6;3
PO002295;10/06/2024;P00883;100;S028;289.15;4
PO002296;18/08/2024;P00550;100;S029;219.49;12
PO002297;04/10/2024;P00993;100;S005;246.02;9
PO002298;19/07/2024;P00023;200;S028;142.85;8
PO002299;08/03/2024;P00364;100;S028;126.29;3
PO002300;30/10/2024;P00719;150;S029;246.98;7
PO002301;11/01/2024;P00324;25;S029;230.0;11
PO002302;15/01/2024;P00433;200;S039;48.86;14
PO002303;29/02/2024;P00846;50;S008;229.42;13
PO002304;29/08/2024;P00887;25;S008;118.9;14
PO002305;06/10/2024;P00389;150;S046;131.92;11
PO002306;25/11/2024;P00028;50;S029;74.74;2
PO002307;30/09/2024;P00937;25;S008;102.57;8
PO002308;30/01/2024;P00468;50;S029;81.46;2
PO002309;08/11/2024;P00245;10;S028;198.61;13
PO002310;12/07/2024;P00959;10;S012;14.17;2
PO002311;18/12/2024;P00404;75;S029;225.46;6
PO002312;18/03/2024;P00239;200;S029;150.28;14
PO002313;11/07/2024;P00464;50;S028;206.92;14
PO002314;19/03/2024;P00254;100;S008;139.74;6
PO002315;10/07/2024;P00716;150;S029;85.04;9
PO002316;05/02/2024;P00675;50;S008;233.91;14
PO002317;03/01/2024;P00438;100;S029;224.25;4
PO002318;18/01/2024;P00995;50;S029;20.67;10
PO002319;27/11/2024;P00010;100;S038;208.18;8
PO002320;08/04/2024;P00262;25;S034;146.67;3
PO002321;08/09/2024;P00035;500;S029;53.52;6
PO002322;10/09/2024;P00374;10;S010;231.0;9
PO002323;24/04/2024;P00388;75;S002;161.76;2
PO002324;23/05/2024;P00545;50;S010;24.56;6
PO002325;02/01/2024;P00508;100;S028;285.51;14
PO002326;09/07/2024;P00766;50;S029;234.42;13
PO002327;10/01/2024;P00272;50;S048;241.72;2
PO002328;08/12/2024;P00269;50;S008;281.26;13
PO002329;20/12/2024;P00637;25;S029;118.43;7
PO002330;06/12/2024;P00007;150;S046;234.47;9
PO002331;11/02/2024;P00881;25;S008;201.83;10
PO002332;28/05/2024;P00048;150;S029;161.62;8
PO002333;13/09/2024;P00526;75;S048;41.84;13
PO002334;03/02/2024;P00264;10;S008;226.87;7
PO002335;07/03/2024;P00574;25;S008;203.18;3
PO002336;30/01/2024;P00459;200;S008;123.53;4
PO002337;19/06/2024;P00252;100;S048;271.51;5
PO002338;14/11/2024;P00527;25;S009;85.47;4
PO002339;08/05/2024;P00854;100;S010;231.21;8
PO002340;12/12/2024;P00336;150;S008;278.62;6
PO002341;27/02/2024;P00093;50;S028;90.52;10
PO002342;19/12/2024;P00154;75;S028;118.13;13
PO002343;19/05/2024;P00110;50;S028;63.48;5
PO002344;28/02/2024;P00197;10;S029;97.9;10
PO002345;30/10/2024;P00698;50;S046;144.06;2
PO002346;11/04/2024;P00071;150;S028;48.82;7
PO002347;15/08/2024;P00833;75;S029;177.82;8
PO002348;21/02/2024;P00950;50;S008;46.84;7
PO002349;24/07/2024;P00402;50;S029;28.41;11
PO002350;21/10/2024;P00992;75;S046;164.59;12
PO002351;17/09/2024;P00932;50;S048;131.59;11
PO002352;18/01/2024;P00096;100;S028;74.64;13
PO002353;18/01/2024;P00755;10;S029;182.85;3
PO002354;04/05/2024;P00804;150;S008;29.24;9
PO002355;26/10/2024;P00023;25;S008;129.16;2
PO002356;20/08/2024;P00215;100;S025;41.46;10
PO002357;28/02/2024;P00954;50;S008;188.26;11
PO002358;13/06/2024;P00976;150;S048;256.66;7
PO002359;23/01/2024;P00761;150;S008;125.46;2
PO002360;07/03/2024;P00207;25;S008;199.65;5
PO002361;23/03/2024;P00976;100;S010;215.99;4
PO002362;09/07/2024;P00181;25;S008;299.71;9
PO002363;11/02/2024;P00291;25;S011;38.64;11
PO002364;19/04/2024;P00862;300;S047;278.67;2
PO002365;19/09/2024;P00467;25;S028;214.69;9
PO002366;10/11/2024;P00492;25;S012;34.88;8
PO002367;18/04/2024;P00895;25;S029;195.24;9
PO002368;02/12/2024;P00522;75;S029;103.45;6
PO002369;06/05/2024;P00989;200;S008;181.5;6
PO002370;23/07/2024;P00143;50;S046;12.79;13
PO002371;13/02/2024;P00163;75;S008;111.07;13
PO002372;02/01/2024;P00525;50;S002;150.86;10
PO002373;28/05/2024;P00967;50;S029;220.91;11
PO002374;06/03/2024;P00429;75;S046;252.72;7
PO002375;04/01/2024;P00717;75;S048;280.81;4
PO002376;19/12/2024;P00928;50;S048;18.26;5
PO002377;31/10/2024;P00425;200;S010;283.4;8
PO002378;08/02/2024;P00853;10;S001;272.27;13
PO002379;09/02/2024;P00069;10;S028;98.72;9
PO002380;07/07/2024;P00661;500;S032;73.86;4
PO002381;16/05/2024;P00331;100;S012;278.18;12
PO002382;11/04/2024;P00084;150;S010;210.13;8
PO002383;07/09/2024;P00573;100;S022;53.55;12
PO002384;18/05/2024;P00063;50;S008;155.27;2
PO002385;10/12/2024;P00446;100;S048;41.01;2
PO002386;05/08/2024;P00073;10;S029;221.97;11
PO002387;24/02/2024;P00078;150;S028;144.75;3
PO002388;07/07/2024;P00779;75;S002;257.21;5
PO002389;07/10/2024;P00653;300;S008;166.77;5
PO002390;11/10/2024;P00745;100;S012;141.77;13
PO002391;13/04/2024;P00729;25;S008;236.28;11
PO002392;04/02/2024;P00713;75;S033;99.17;5
PO002393;15/12/2024;P00371;10;S008;58.6;7
PO002394;20/06/2024;P00883;100;S028;291.33;13
PO002395;19/03/2024;P00429;75;S010;233.18;3
PO002396;22/10/2024;P00971;50;S046;11.48;13
PO002397;15/03/2024;P00350;300;S002;11.3;9
PO002398;12/02/2024;P00091;300;S029;147.83;2
PO002399;14/01/2024;P00049;300;S002;203.25;4
PO002400;18/03/2024;P00888;25;S008;123.6;10
PO002401;07/09/2024;P00607;100;S029;225.33;2
PO002402;27/07/2024;P00845;300;S029;146.36;2
PO002403;19/10/2024;P00068;75;S033;138.94;3
PO002404;15/09/2024;P00189;25;S029;201.05;6
PO002405;05/08/2024;P00098;150;S007;294.78;10
PO002406;21/02/2024;P00409;200;S023;194.34;3
PO002407;18/02/2024;P00505;100;S017;233.57;13
PO002408;30/06/2024;P00489;50;S029;123.8;5
PO002409;01/07/2024;P00197;25;S008;265.92;9
PO002410;11/08/2024;P00618;100;S029;80.19;14
PO002411;31/03/2024;P00093;75;S028;189.3;9
PO002412;11/05/2024;P00773;100;S006;270.62;12
PO002413;08/08/2024;P00196;25;S028;83.18;3
PO002414;17/12/2024;P00815;25;S010;141.12;14
PO002415;22/07/2024;P00973;50;S029;53.38;11
PO002416;16/05/2024;P00369;50;S028;171.14;6
PO002417;21/05/2024;P00014;100;S002;106.83;6
PO002418;01/02/2024;P00071;50;S008;46.29;3
PO002419;08/04/2024;P00105;100;S008;192.8;4
PO002420;16/07/2024;P00919;150;S029;143.55;7
PO002421;18/04/2024;P00355;25;S008;155.78;6
PO002422;20/01/2024;P00382;200;S050;243.24;12
PO002423;20/11/2024;P00909;150;S048;109.44;7
PO002424;22/06/2024;P00356;100;S014;74.29;9
PO002425;06/12/2024;P00911;200;S046;55.13;5
PO002426;26/05/2024;P00434;50;S029;51.55;5
PO002427;24/08/2024;P00043;50;S029;268.22;10
PO002428;05/11/2024;P00117;10;S028;136.92;2
PO002429;22/03/2024;P00631;75;S015;265.0;13
PO002430;15/02/2024;P00259;75;S008;176.07;7
PO002431;31/10/2024;P00572;100;S008;148.9;3
PO002432;26/10/2024;P00174;10;S019;245.58;13
PO002433;22/06/2024;P00679;10;S046;226.51;10
PO002434;15/11/2024;P00897;50;S029;55.7;11
PO002435;09/07/2024;P00892;25;S008;10.39;10
PO002436;04/12/2024;P00133;150;S048;141.04;9
PO002437;14/04/2024;P00082;100;S008;106.74;5
PO002438;27/04/2024;P00057;50;S008;204.94;12
PO002439;27/02/2024;P00583;10;S008;77.08;6
PO002440;14/10/2024;P00548;25;S029;251.62;11
PO002441;26/02/2024;P00112;100;S028;70.57;10
PO002442;02/12/2024;P00770;500;S010;77.28;4
PO002443;18/01/2024;P00593;50;S008;146.88;3
PO002444;06/06/2024;P00589;150;S046;104.66;14
PO002445;05/12/2024;P00641;200;S008;282.67;3
PO002446;12/09/2024;P00650;10;S013;52.27;2
PO002447;16/09/2024;P00962;200;S010;141.65;14
PO002448;24/03/2024;P00132;75;S044;145.0;6
PO002449;23/09/2024;P00297;300;S029;70.5;6
PO002450;11/05/2024;P00512;75;S028;19.52;8
PO002451;11/06/2024;P00645;25;S008;125.17;7
PO002452;02/12/2024;P00606;500;S046;244.92;3
PO002453;08/08/2024;P00587;25;S008;195.67;12
PO002454;23/10/2024;P00513;200;S036;273.71;4
PO002455;23/09/2024;P00678;25;S029;100.84;8
PO002456;13/09/2024;P00802;100;S010;199.91;3
PO002457;15/01/2024;P00329;50;S049;193.13;3
PO002458;31/07/2024;P00745;500;S008;285.04;6
PO002459;17/05/2024;P00615;25;S029;145.35;2
PO002460;16/04/2024;P00211;50;S029;224.8;9
PO002461;08/12/2024;P00557;100;S040;230.97;12
PO002462;09/11/2024;P00323;500;S046;262.16;8
PO002463;05/10/2024;P00376;50;S010;243.36;8
PO002464;08/03/2024;P00332;50;S028;199.95;6
PO002465;21/10/2024;P00190;75;S008;149.92;14
PO002466;28/04/2024;P00116;50;S046;75.8;14
PO002467;10/09/2024;P00050;150;S008;293.56;7
PO002468;21/02/2024;P00475;10;S028;68.94;14
PO002469;18/08/2024;P00497;100;S048;209.73;13
PO002470;19/03/2024;P00892;75;S008;179.99;14
PO002471;21/07/2024;P00644;25;S029;183.23;9
PO002472;15/08/2024;P00253;75;S008;109.82;14
PO002473;13/01/2024;P00067;150;S028;192.55;3
PO002474;08/01/2024;P00622;50;S029;123.83;8
PO002475;19/12/2024;P00670;25;S029;174.36;10
PO002476;18/03/2024;P00239;10;S006;21.94;10
PO002477;14/07/2024;P00301;150;S029;68.55;6
PO002478;06/04/2024;P00601;50;S008;289.53;10
PO002479;14/11/2024;P00936;300;S029;83.05;7
PO002480;20/02/2024;P00386;100;S028;103.4;12
PO002481;03/02/2024;P00713;50;S028;137.85;11
PO002482;24/03/2024;P00790;75;S025;148.39;2
PO002483;09/03/2024;P00458;75;S008;100.95;4
PO002484;09/04/2024;P00021;200;S028;101.17;9
PO002485;26/04/2024;P00830;75;S046;95.62;6
PO002486;21/02/2024;P00704;25;S049;128.77;10
PO002487;28/08/2024;P00417;75;S029;88.16;7
PO002488;12/09/2024;P00118;100;S029;88.49;12
PO002489;02/07/2024;P00211;150;S048;191.09;12
PO002490;29/07/2024;P00650;300;S045;274.48;14
PO002491;15/09/2024;P00637;50;S008;10.33;14
PO002492;28/04/2024;P00263;50;S002;93.92;2
PO002493;13/04/2024;P00166;75;S008;187.64;10
PO002494;03/08/2024;P00904;200;S029;146.98;3
PO002495;09/03/2024;P00090;500;S008;23.66;10
PO002496;30/10/2024;P00604;500;S028;78.14;2
PO002497;30/09/2024;P00635;25;S029;217.64;11
PO002498;11/07/2024;P00672;75;S046;34.68;5
PO002499;15/10/2024;P00718;50;S010;172.47;7
PO002500;12/12/2024;P00548;50;S029;126.82;8
PO002501;18/05/2024;P00646;10;S008;266.22;7
PO002502;04/08/2024;P00068;25;S028;92.69;5
PO002503;21/05/2024;P00980;50;S029;281.75;11
PO002504;17/11/2024;P00188;50;S029;147.02;12
PO002505;16/12/2024;P00698;50;S028;35.47;14
PO002506;18/06/2024;P00115;25;S028;220.53;3
PO002507;06/03/2024;P00391;100;S029;90.45;5
PO002508;01/06/2024;P00492;50;S015;47.21;5
PO002509;03/11/2024;P00550;100;S004;106.53;4
PO002510;07/10/2024;P00094;50;S028;56.68;5
PO002511;26/07/2024;P00390;150;S028;77.2;14
PO002512;30/09/2024;P00804;25;S028;187.55;6
PO002513;29/09/2024;P00534;25;S008;227.94;12
PO002514;09/06/2024;P00968;100;S008;44.66;4
PO002515;14/04/2024;P00697;200;S045;237.51;3
PO002516;07/05/2024;P00529;25;S040;116.38;2
PO002517;13/01/2024;P00607;10;S008;216.43;3
PO002518;08/09/2024;P00631;300;S020;249.82;7
PO002519;29/02/2024;P00018;25;S022;61.41;14
PO002520;17/07/2024;P00953;50;S029;47.51;10
PO002521;14/05/2024;P00821;300;S029;160.15;14
PO002522;04/12/2024;P00987;150;S028;215.99;4
PO002523;15/06/2024;P00956;50;S012;267.78;12
PO002524;07/12/2024;P00580;300;S048;265.95;10
PO002525;15/06/2024;P00877;75;S028;206.58;6
PO002526;15/09/2024;P00595;10;S028;62.83;10
PO002527;11/05/2024;P00112;100;S008;45.81;12
PO002528;25/01/2024;P00896;75;S002;22.54;8
PO002529;21/12/2024;P00793;75;S012;282.08;5
