id_commande;id_produit;date_retour;motif
O007944;P00377;2024-12-19;Livraison incomplète
O002169;P00418;2024-02-03;Client insatisfait
O018131;P00620;2024-08-05;Livraison incomplète
O008392;P00379;2024-01-27;Client insatisfait
O001238;P00473;2024-02-19;Client insatisfait
O022841;P00526;2024-09-14;Client insatisfait
O032848;P00767;2024-03-02;Mauvaise référence
O006770;P00938;2024-10-30;Client insatisfait
O011052;P00938;2024-02-05;Mauvaise référence
O039157;P00612;2024-02-01;Produit abîmé
O010289;P00510;2025-01-11;Mauvaise référence
O018084;P00767;2025-01-29;Mauvaise référence
O011099;P00017;2024-08-13;Client insatisfait
O016070;P00158;2024-11-02;Client insatisfait
