id_commande;date_commande;id_produit;quantité;entrepôt;statut
O003362;2024-11-19;P00008;2;Paris;Livré
O003364;2024-11-27;P00938;3;Marseille;Livré
O003365;2024-11-07;P00099;3;Marseille;Livré
O003366;2024-11-01;P00611;8;Lyon;Expédié
O003368;2024-09-24;P00357;2;Paris;Expédié
O003369;2024-08-29;P00334;2;Marseille;Livré
O003370;2024-12-27;P00912;12;Marseille;Livré
O003371;2024-03-16;P00510;15;Marseille;Expédié
O003372;2024-02-08;P00629;12;Lyon;Livré
O003373;2024-02-11;P00136;2;Paris;Livré
O003374;2024-01-19;P00063;8;Paris;Livré
O003375;2024-01-12;P00707;3;Paris;Livré
O003376;2024-10-06;P00436;3;Paris;Expédié
O003377;2024-10-25;P00906;1;Paris;Expédié
O003378;2024-08-20;P00688;3;Paris;Livré
O003379;2024-11-22;P00240;1;Marseille;Livré
O003380;2024-11-22;P00152;2;Lyon;Expédié
O003381;2024-10-28;P00202;10;Marseille;Livré
O003383;2024-11-12;P00793;1;Lyon;Livré
O003384;2024-01-04;P00931;1;Paris;Expédié
O003385;2024-10-15;P00305;1;Paris;Livré
O003387;2024-12-15;P00105;15;Lyon;Livré
O003388;2024-02-11;P00515;3;Marseille;Livré
O003389;2024-12-04;P00831;2;Marseille;Livré
O003390;2024-07-05;P00503;8;Lyon;Livré
O003391;2024-12-13;P00365;10;Lyon;Expédié
O003393;2024-12-20;P00318;2;Paris;Livré
O003394;2024-12-06;P00742;5;Paris;Expédié
O003395;2024-12-02;P00095;8;Lyon;Livré
O003396;2024-02-29;P00738;5;Paris;Livré
O003397;2024-01-24;P00576;1;Paris;Livré
O003399;2024-11-13;P00355;10;Lyon;Livré
O003400;2024-04-27;P00046;3;Paris;Livré
O003401;2024-12-22;P00057;2;Lyon;Livré
O003403;2024-12-25;P00323;2;Lyon;Livré
O003404;2024-08-31;P00867;1;Paris;Livré
O003405;2024-08-07;P00912;1;Marseille;Expédié
O003406;2024-01-09;P00506;8;Lyon;Livré
O003407;2024-11-16;P00881;1;Lyon;Livré
O003408;2024-11-21;P00952;2;Marseille;Expédié
O003409;2024-12-19;P00222;3;Paris;Livré
O003410;2024-09-21;P00013;1;Paris;Livré
O003412;2024-03-27;P00274;15;Marseille;Livré
O003413;2024-09-13;P00751;1;Lyon;Expédié
O003414;2024-01-30;P00509;2;Marseille;Livré
O003415;2024-12-24;P00551;2;Marseille;Expédié
O003416;2024-09-03;P00536;1;Paris;Expédié
O003417;2024-09-15;P00510;1;Lyon;Livré
O003418;2024-05-19;P00797;8;Marseille;Expédié
O003419;2024-01-18;P00170;15;Lyon;Expédié
O003421;2024-01-11;P00330;1;Paris;Livré
O003422;2024-02-10;P00253;5;Marseille;Livré
O003423;2024-12-17;P00026;8;Paris;Livré
O003424;2024-10-31;P00550;10;Lyon;Expédié
O003426;2024-12-05;P00707;2;Marseille;Livré
O003428;2024-01-16;P00220;2;Marseille;Livré
O003429;2024-01-06;P00697;2;Paris;Livré
O003430;2024-02-23;P00149;5;Marseille;Livré
O003431;2024-12-02;P00198;8;Paris;Expédié
O003432;2024-12-09;P00128;1;Marseille;Livré
O003433;2024-12-24;P00049;2;Paris;Livré
O003434;2024-05-12;P00002;12;Marseille;Expédié
O003435;2024-08-05;P00590;8;Lyon;Livré
O003438;2024-10-17;P00691;20;Paris;Livré
O003439;2024-08-02;P00931;8;Marseille;Livré
O003440;2024-03-15;P00121;2;Marseille;Livré
O003441;2024-07-25;P00377;3;Paris;Expédié
O003442;2024-08-03;P00509;5;Lyon;Livré
O003444;2024-03-08;P00550;1;Paris;Expédié
O003445;2024-12-09;P00366;3;Marseille;Livré
O003446;2024-05-13;P00562;5;Paris;Expédié
O003447;2024-12-28;P00707;1;Lyon;Expédié
O003448;2024-12-09;P00400;8;Paris;Expédié
O003449;2024-10-23;P00846;3;Marseille;Livré
O003450;2024-09-21;P00188;15;Paris;Livré
O003451;2024-11-20;P00471;1;Paris;Livré
O003452;2024-12-10;P00621;2;Paris;Livré
O003453;2024-12-16;P00383;5;Paris;Livré
O003454;2024-04-08;P00037;2;Lyon;Livré
O003455;2024-01-24;P00699;5;Paris;Livré
O003456;2024-07-15;P00029;8;Marseille;Expédié
O003457;2024-03-09;P00118;1;Marseille;Livré
O003458;2024-12-29;P00518;3;Paris;Livré
O003459;2024-03-15;P00923;3;Marseille;Livré
O003460;2024-09-22;P00121;2;Paris;Livré
O003461;2024-03-05;P00152;12;Paris;Livré
O003462;2024-10-17;P00094;10;Lyon;Livré
O003463;2024-01-12;P00991;5;Marseille;Livré
O003464;2024-12-24;P00205;5;Paris;Livré
O003465;2024-04-27;P00357;3;Lyon;Expédié
O003466;2024-11-27;P00679;12;Paris;Livré
O003467;2024-09-18;P00532;5;Marseille;Livré
O003468;2024-11-08;P00971;8;Marseille;Expédié
O003469;2024-02-14;P00811;10;Lyon;Livré
O003470;2024-02-14;P00809;2;Lyon;Livré
O003471;2024-11-18;P00893;8;Marseille;Livré
O003472;2024-12-15;P00890;1;Paris;Expédié
O003474;2024-11-13;P00912;2;Marseille;Expédié
O003476;2024-12-15;P00688;2;Lyon;Livré
O003477;2024-12-15;P00294;15;Paris;Livré
O003478;2024-03-12;P00923;10;Paris;Expédié
O003479;2024-12-12;P00044;5;Marseille;Livré
O003480;2024-06-11;P00509;8;Marseille;Livré
O003482;2024-01-20;P00396;3;Lyon;Livré
O003483;2024-01-03;P00029;15;Marseille;Expédié
O003486;2024-01-24;P00979;3;Paris;Livré
O003487;2024-10-07;P00334;2;Paris;Livré
O003488;2024-02-04;P00009;1;Lyon;Expédié
O003489;2024-12-22;P00981;8;Marseille;Livré
O003491;2024-04-24;P00166;8;Marseille;Livré
O003493;2024-12-27;P00691;2;Lyon;Expédié
O003494;2024-05-03;P00210;1;Lyon;Expédié
O003496;2024-12-18;P00890;10;Marseille;Livré
O003497;2024-11-05;P00811;1;Marseille;Livré
O003499;2024-01-05;P00696;5;Marseille;Livré
O003500;2024-11-16;P00090;15;Paris;Livré
O003503;2024-03-20;P00250;2;Paris;Livré
O003504;2024-10-20;P00463;1;Paris;Expédié
O003505;2024-02-08;P00037;5;Paris;Livré
O003506;2024-12-23;P00198;8;Paris;Livré
O003507;2024-02-04;P00971;3;Paris;Livré
O003508;2024-09-23;P00254;15;Marseille;Livré
O003509;2024-12-03;P00521;1;Paris;Livré
O003510;2024-12-29;P00906;3;Marseille;Livré
O003511;2024-03-21;P00959;5;Lyon;Livré
O003513;2024-04-19;P00430;10;Marseille;Expédié
O003514;2024-03-29;P00516;1;Paris;Livré
O003516;2024-12-02;P00152;8;Paris;Livré
O003517;2024-12-29;P00175;3;Lyon;Livré
O003518;2024-03-10;P00387;2;Lyon;Livré
O003519;2024-11-08;P00254;1;Paris;Livré
O003521;2024-10-07;P00258;10;Lyon;Livré
O003522;2024-03-05;P00594;1;Paris;Expédié
O003523;2024-02-18;P00455;2;Paris;Livré
O003524;2024-05-17;P00536;2;Marseille;Expédié
O003525;2024-02-12;P00017;10;Lyon;Livré
O003526;2024-09-04;P00509;5;Marseille;Livré
O003527;2024-11-02;P00751;8;Paris;Livré
O003528;2024-08-07;P00417;2;Marseille;Livré
O003531;2024-11-11;P00473;5;Marseille;Livré
O003532;2024-10-09;P00128;3;Lyon;Expédié
O003533;2024-12-04;P00876;10;Paris;Livré
O003534;2024-02-25;P00385;12;Lyon;Expédié
O003535;2024-10-28;P00334;1;Paris;Expédié
O003536;2024-02-19;P00740;5;Marseille;Livré
O003537;2024-03-19;P00629;1;Lyon;Livré
O003538;2024-10-12;P00507;3;Lyon;Livré
O003539;2024-05-15;P00642;2;Marseille;Livré
O003540;2024-11-19;P00274;2;Marseille;Expédié
O003541;2024-10-23;P00822;2;Paris;Livré
O003542;2024-09-29;P00234;5;Lyon;Expédié
O003543;2024-12-19;P00334;2;Lyon;Livré
O003544;2024-11-28;P00923;8;Paris;Livré
O003545;2024-04-17;P00754;2;Lyon;Expédié
O003546;2024-05-25;P00938;1;Marseille;Livré
O003547;2024-12-19;P00063;8;Paris;Expédié
O003548;2024-12-26;P00490;2;Marseille;Livré
O003549;2024-11-29;P00188;2;Lyon;Expédié
O003550;2024-11-16;P00740;5;Paris;Livré
O003551;2024-12-23;P00733;2;Lyon;Livré
O003552;2024-02-16;P00026;1;Lyon;Expédié
O003553;2024-08-27;P00330;2;Lyon;Livré
O003554;2024-01-25;P00843;15;Marseille;Livré
O003555;2024-12-25;P00140;5;Paris;Livré
O003558;2024-02-09;P00710;5;Lyon;Expédié
O003559;2024-11-06;P00184;5;Marseille;Livré
O003560;2024-09-29;P00906;1;Paris;Expédié
O003561;2024-01-02;P00341;2;Marseille;Livré
O003562;2024-10-15;P00859;8;Lyon;Livré
O003563;2024-12-24;P00204;1;Marseille;Livré
O003564;2024-12-16;P00250;2;Marseille;Expédié
O003565;2024-10-24;P00780;2;Paris;Livré
O003566;2024-01-05;P00234;2;Paris;Livré
O003567;2024-10-21;P00012;20;Lyon;Expédié
O003568;2024-12-07;P00865;1;Paris;Livré
O003569;2024-12-09;P00923;3;Marseille;Livré
O003570;2024-01-20;P00895;1;Marseille;Livré
O003571;2024-12-12;P00631;15;Lyon;Livré
O003572;2024-03-24;P00007;1;Marseille;Livré
O003573;2024-03-03;P00710;2;Paris;Livré
O003574;2024-12-23;P00299;8;Lyon;Livré
O003575;2024-09-22;P00017;5;Paris;Livré
O003576;2024-11-05;P00435;2;Paris;Livré
O003577;2024-10-17;P00386;2;Lyon;Expédié
O003578;2024-01-13;P00451;2;Marseille;Livré
O003579;2024-11-18;P00193;2;Marseille;Livré
O003580;2024-09-30;P00240;1;Paris;Livré
O003581;2024-03-23;P00986;3;Lyon;Livré
O003582;2024-11-08;P00713;2;Lyon;Livré
O003583;2024-04-01;P00604;2;Marseille;Expédié
O003584;2024-10-26;P00620;5;Paris;Expédié
O003585;2024-05-23;P00440;15;Marseille;Livré
O003587;2024-11-18;P00445;5;Lyon;Livré
O003591;2024-08-09;P00012;1;Lyon;Livré
O003592;2024-03-15;P00755;1;Marseille;Livré
O003593;2024-01-19;P00653;15;Marseille;Livré
O003594;2024-11-11;P00819;2;Lyon;Livré
O003595;2024-11-05;P00278;1;Paris;Livré
O003596;2024-08-31;P00873;3;Marseille;Expédié
O003597;2024-08-11;P00654;5;Paris;Livré
O003599;2024-12-27;P00032;5;Paris;Expédié
O003601;2024-07-09;P00873;2;Marseille;Livré
O003602;2024-11-19;P00012;1;Lyon;Livré
O003603;2024-11-07;P00699;15;Marseille;Livré
O003605;2024-12-27;P00383;2;Lyon;Livré
O003606;2024-11-12;P00261;5;Marseille;Livré
O003607;2024-12-04;P00039;5;Marseille;Expédié
O003608;2024-12-22;P00615;5;Marseille;Expédié
O003609;2024-12-28;P00037;2;Lyon;Expédié
O003610;2024-01-12;P00392;2;Lyon;Expédié
O003611;2024-12-14;P00121;3;Marseille;Livré
O003612;2024-08-23;P00551;10;Marseille;Livré
O003613;2024-01-06;P00541;15;Paris;Livré
O003614;2024-11-16;P00220;1;Paris;Expédié
O003615;2024-12-27;P00765;1;Paris;Expédié
O003616;2024-01-18;P00241;15;Lyon;Expédié
O003618;2024-11-09;P00802;8;Lyon;Livré
O003619;2024-01-26;P00397;10;Paris;Expédié
O003620;2024-10-24;P00791;1;Marseille;Expédié
O003622;2024-12-28;P00865;3;Marseille;Livré
O003623;2024-12-16;P00713;5;Lyon;Livré
O003624;2024-12-15;P00445;5;Paris;Livré
O003625;2024-12-10;P00026;2;Paris;Livré
O003626;2024-01-25;P00262;1;Marseille;Livré
O003627;2024-11-22;P00417;3;Marseille;Expédié
O003628;2024-11-29;P00170;2;Lyon;Expédié
O003630;2024-11-20;P00393;3;Marseille;Livré
O003631;2024-08-30;P00658;15;Lyon;Expédié
O003632;2024-11-21;P00140;2;Marseille;Expédié
O003633;2024-11-18;P00107;10;Marseille;Livré
O003634;2024-11-15;P00677;1;Lyon;Livré
O003635;2024-10-24;P00080;5;Lyon;Livré
O003636;2024-12-14;P00149;15;Paris;Livré
O003637;2024-03-07;P00571;1;Marseille;Expédié
O003638;2024-10-30;P00099;1;Paris;Expédié
O003639;2024-10-03;P00697;2;Lyon;Livré
O003642;2024-02-16;P00014;1;Paris;Livré
O003643;2024-02-04;P00531;8;Lyon;Expédié
O003644;2024-10-09;P00843;12;Paris;Expédié
O003645;2024-03-07;P00886;2;Lyon;Expédié
O003646;2024-12-21;P00106;2;Paris;Livré
O003647;2024-12-18;P00252;2;Marseille;Livré
O003648;2024-12-08;P00603;8;Paris;Livré
O003649;2024-04-04;P00536;1;Paris;Livré
O003651;2024-06-27;P00128;3;Lyon;Livré
O003652;2024-12-03;P00231;5;Paris;Expédié
O003653;2024-12-25;P00516;5;Marseille;Livré
O003654;2024-02-13;P00550;1;Paris;Expédié
O003655;2024-04-11;P00835;5;Paris;Livré
O003656;2024-01-11;P00451;1;Lyon;Livré
O003657;2024-10-12;P00546;1;Marseille;Livré
O003658;2024-12-11;P00258;10;Lyon;Livré
O003661;2024-04-18;P00478;8;Marseille;Livré
O003662;2024-03-14;P00490;1;Marseille;Expédié
O003663;2024-03-10;P00890;1;Marseille;Expédié
O003664;2024-01-18;P00507;1;Marseille;Livré
O003666;2024-04-11;P00231;2;Marseille;Expédié
O003667;2024-12-30;P00252;1;Marseille;Expédié
O003668;2024-06-19;P00478;1;Marseille;Livré
O003669;2024-11-04;P00403;3;Paris;Expédié
O003670;2024-12-19;P00033;8;Lyon;Livré
O003672;2024-10-18;P00450;5;Lyon;Expédié
O003673;2024-12-10;P00149;5;Paris;Expédié
O003674;2024-12-13;P00510;1;Lyon;Expédié
O003675;2024-05-06;P00029;15;Paris;Livré
O003676;2024-11-21;P00039;10;Lyon;Expédié
O003678;2024-09-24;P00396;8;Marseille;Livré
O003679;2024-11-24;P00296;10;Paris;Expédié
O003680;2024-12-09;P00152;12;Paris;Livré
O003681;2024-10-02;P00029;3;Lyon;Livré
O003682;2024-12-01;P00968;1;Marseille;Expédié
O003683;2024-12-21;P00408;5;Paris;Livré
O003684;2024-10-11;P00471;8;Lyon;Livré
O003685;2024-01-26;P00979;8;Marseille;Livré
O003686;2024-12-12;P00396;3;Marseille;Livré
O003687;2024-10-02;P00357;1;Marseille;Livré
O003688;2024-01-21;P00248;2;Paris;Livré
O003690;2024-12-10;P00509;12;Marseille;Livré
O003691;2024-01-18;P00856;3;Lyon;Livré
O003693;2024-11-07;P00503;3;Lyon;Livré
O003694;2024-11-22;P00982;2;Lyon;Expédié
O003695;2024-09-17;P00963;2;Lyon;Livré
O003696;2024-08-17;P00691;12;Marseille;Livré
O003697;2024-05-02;P00740;5;Marseille;Livré
O003698;2024-12-07;P00516;8;Marseille;Livré
O003699;2024-12-10;P00535;3;Paris;Expédié
O003700;2024-04-02;P00986;5;Paris;Livré
O003701;2024-03-28;P00175;1;Paris;Expédié
O003702;2024-12-24;P00691;5;Marseille;Livré
O003703;2024-12-11;P00462;2;Paris;Livré
O003704;2024-07-09;P00968;2;Paris;Livré
O003705;2024-09-30;P00463;5;Lyon;Livré
O003707;2024-10-12;P00143;12;Lyon;Livré
O003708;2024-08-12;P00182;1;Marseille;Livré
O003709;2024-03-17;P00198;10;Lyon;Livré
O003711;2024-01-07;P00319;2;Lyon;Livré
O003713;2024-02-27;P00536;2;Paris;Expédié
O003714;2024-10-15;P00594;1;Paris;Expédié
O003715;2024-08-08;P00159;2;Paris;Livré
O003716;2024-08-18;P00008;3;Lyon;Livré
O003718;2024-11-13;P00478;1;Marseille;Livré
O003719;2024-12-15;P00765;3;Paris;Livré
O003720;2024-01-28;P00693;12;Marseille;Livré
O003721;2024-05-03;P00198;1;Paris;Livré
O003722;2024-01-07;P00535;8;Lyon;Expédié
O003723;2024-07-21;P00526;2;Lyon;Livré
O003724;2024-11-19;P00163;5;Lyon;Expédié
O003725;2024-04-20;P00708;2;Paris;Livré
O003726;2024-08-19;P00253;1;Marseille;Livré
O003728;2024-03-10;P00158;1;Paris;Livré
O003729;2024-11-21;P00193;1;Paris;Expédié
O003730;2024-03-24;P00135;1;Marseille;Livré
O003732;2024-04-03;P00535;5;Paris;Livré
O003733;2024-12-03;P00046;10;Paris;Expédié
O003734;2024-11-24;P00548;8;Paris;Livré
O003735;2024-08-26;P00418;5;Marseille;Expédié
O003737;2024-07-02;P00473;1;Lyon;Expédié
O003738;2024-10-09;P00802;2;Marseille;Expédié
O003739;2024-01-25;P00238;2;Marseille;Expédié
O003740;2024-09-14;P00403;1;Marseille;Livré
O003741;2024-03-28;P00070;3;Lyon;Livré
O003742;2024-09-13;P00536;3;Paris;Expédié
O003745;2024-09-16;P00858;2;Paris;Livré
O003747;2024-11-15;P00921;2;Lyon;Livré
O003748;2024-12-03;P00336;10;Marseille;Expédié
O003749;2024-12-02;P00759;8;Lyon;Livré
O003750;2024-12-12;P00404;2;Marseille;Livré
O003751;2024-11-22;P00136;12;Paris;Expédié
O003752;2024-12-22;P00305;15;Marseille;Expédié
O003753;2024-05-27;P00258;2;Lyon;Expédié
O003754;2024-04-15;P00802;2;Paris;Expédié
O003755;2024-12-11;P00516;3;Paris;Livré
O003756;2024-12-30;P00222;15;Marseille;Livré
O003757;2024-03-12;P00658;10;Marseille;Livré
O003759;2024-02-09;P00398;1;Marseille;Expédié
O003760;2024-12-14;P00478;2;Marseille;Livré
O003761;2024-05-13;P00738;3;Marseille;Livré
O003762;2024-11-04;P00051;3;Marseille;Expédié
O003763;2024-01-23;P00212;1;Marseille;Livré
O003764;2024-09-24;P00631;10;Paris;Livré
O003765;2024-01-19;P00754;5;Marseille;Livré
O003767;2024-01-11;P00971;10;Lyon;Livré
O003768;2024-07-23;P00923;10;Paris;Livré
O003769;2024-08-28;P00403;8;Lyon;Expédié
O003770;2024-11-16;P00752;2;Lyon;Livré
O003772;2024-12-13;P00944;5;Marseille;Livré
O003773;2024-08-09;P00846;1;Paris;Livré
O003775;2024-01-09;P00693;5;Lyon;Expédié
O003776;2024-10-15;P00839;1;Paris;Livré
O003777;2024-01-17;P00693;5;Paris;Expédié
O003778;2024-10-13;P00550;1;Paris;Expédié
O003779;2024-04-10;P00890;1;Paris;Livré
O003780;2024-11-20;P00140;1;Lyon;Expédié
O003781;2024-11-06;P00100;1;Marseille;Livré
O003782;2024-04-21;P00836;5;Paris;Livré
O003783;2024-10-26;P00526;8;Marseille;Livré
O003784;2024-12-20;P00234;3;Paris;Livré
O003785;2024-12-03;P00435;1;Lyon;Expédié
O003786;2024-11-20;P00105;1;Paris;Livré
O003787;2024-03-20;P00226;1;Marseille;Livré
O003788;2024-12-10;P00811;1;Lyon;Livré
O003789;2024-12-12;P00630;12;Marseille;Expédié
O003790;2024-12-26;P00532;1;Marseille;Livré
O003791;2024-04-23;P00859;2;Marseille;Livré
O003792;2024-04-08;P00473;1;Paris;Livré
O003793;2024-10-27;P00462;1;Marseille;Livré
O003794;2024-12-23;P00025;3;Paris;Livré
O003795;2024-10-24;P00396;5;Paris;Livré
O003796;2024-12-01;P00055;1;Marseille;Livré
O003798;2024-12-21;P00220;1;Lyon;Livré
O003799;2024-03-02;P00220;2;Paris;Livré
O003800;2024-12-08;P00912;1;Paris;Livré
O003801;2024-07-29;P00357;1;Lyon;Livré
O003802;2024-03-09;P00710;15;Marseille;Livré
O003803;2024-10-24;P00205;5;Lyon;Livré
O003804;2024-12-18;P00382;3;Lyon;Expédié
O003806;2024-05-19;P00888;2;Paris;Livré
O003807;2024-11-11;P00755;2;Lyon;Livré
O003808;2024-11-18;P00594;3;Marseille;Livré
O003809;2024-12-28;P00302;5;Marseille;Expédié
O003810;2024-11-01;P00135;5;Lyon;Expédié
O003811;2024-11-16;P00234;1;Paris;Expédié
O003813;2024-10-14;P00751;3;Marseille;Livré
O003814;2024-11-28;P00398;2;Paris;Livré
O003815;2024-02-22;P00679;10;Marseille;Livré
O003816;2024-10-27;P00398;5;Paris;Expédié
O003817;2024-09-21;P00037;3;Lyon;Livré
O003818;2024-11-16;P00112;1;Marseille;Expédié
O003819;2024-12-12;P00370;5;Marseille;Livré
O003820;2024-01-19;P00371;1;Marseille;Expédié
O003821;2024-09-24;P00035;2;Marseille;Expédié
O003822;2024-10-02;P00986;1;Paris;Livré
O003823;2024-01-11;P00063;5;Marseille;Livré
O003824;2024-11-01;P00413;1;Marseille;Livré
O003825;2024-01-15;P00724;2;Marseille;Livré
O003826;2024-10-22;P00729;12;Paris;Expédié
O003827;2024-09-26;P00466;1;Marseille;Expédié
O003828;2024-12-21;P00212;3;Paris;Livré
O003829;2024-08-18;P00844;2;Lyon;Expédié
O003830;2024-12-09;P00612;1;Marseille;Livré
O003833;2024-12-08;P00115;8;Lyon;Livré
O003834;2024-04-20;P00232;1;Marseille;Livré
O003835;2024-12-05;P00921;3;Lyon;Livré
O003836;2024-02-23;P00330;3;Paris;Livré
O003837;2024-10-12;P00742;5;Marseille;Livré
O003839;2024-12-28;P00032;5;Marseille;Livré
O003840;2024-10-26;P00167;2;Marseille;Expédié
O003842;2024-11-29;P00733;1;Lyon;Livré
O003843;2024-11-10;P00105;8;Marseille;Livré
O003845;2024-06-13;P00541;3;Lyon;Livré
O003846;2024-12-17;P00881;10;Marseille;Livré
O003847;2024-03-22;P00296;10;Paris;Expédié
O003848;2024-08-18;P00931;10;Marseille;Livré
O003849;2024-05-18;P00396;3;Marseille;Livré
O003850;2024-10-18;P00895;2;Marseille;Livré
O003851;2024-01-16;P00792;8;Marseille;Livré
O003852;2024-12-26;P00963;3;Lyon;Livré
O003853;2024-03-07;P00026;1;Paris;Livré
O003854;2024-04-20;P00594;10;Lyon;Livré
O003855;2024-09-26;P00619;10;Lyon;Livré
O003856;2024-12-03;P00713;3;Lyon;Livré
O003857;2024-12-16;P00401;1;Marseille;Livré
O003858;2024-02-16;P00912;2;Paris;Livré
O003859;2024-11-28;P00923;8;Lyon;Livré
O003861;2024-01-25;P00614;12;Marseille;Expédié
O003862;2024-09-16;P00979;1;Paris;Livré
O003863;2024-10-10;P00478;1;Marseille;Livré
O003864;2024-11-28;P00250;10;Marseille;Livré
O003865;2024-08-18;P00009;2;Lyon;Expédié
O003866;2024-08-23;P00008;3;Lyon;Livré
O003867;2024-11-14;P00736;15;Marseille;Livré
O003868;2024-04-16;P00449;1;Paris;Livré
O003869;2024-12-10;P00938;5;Paris;Livré
O003870;2024-10-11;P00633;1;Marseille;Livré
O003871;2024-08-22;P00451;2;Marseille;Expédié
O003873;2024-04-08;P00981;8;Paris;Livré
O003874;2024-05-05;P00388;2;Paris;Expédié
O003875;2024-10-25;P00873;20;Paris;Livré
O003876;2024-12-04;P00507;3;Paris;Expédié
O003877;2024-04-24;P00044;2;Paris;Livré
O003878;2024-01-12;P00765;1;Marseille;Livré
O003879;2024-10-15;P00099;2;Paris;Livré
O003880;2024-11-25;P00792;2;Marseille;Livré
O003881;2024-09-16;P00377;1;Marseille;Livré
O003882;2024-10-05;P00303;2;Marseille;Livré
O003883;2024-09-18;P00205;3;Paris;Livré
O003884;2024-02-11;P00156;8;Marseille;Livré
O003885;2024-08-28;P00424;5;Paris;Livré
O003886;2024-11-28;P00414;5;Lyon;Livré
O003887;2024-04-11;P00080;1;Paris;Livré
O003889;2024-11-22;P00641;1;Marseille;Livré
O003891;2024-09-06;P00846;5;Lyon;Livré
O003892;2024-01-28;P00613;3;Paris;Livré
O003893;2024-12-22;P00515;1;Paris;Expédié
O003894;2024-11-27;P00615;8;Paris;Livré
O003895;2024-12-20;P00521;8;Lyon;Livré
O003896;2024-08-25;P00417;3;Paris;Livré
O003897;2024-11-18;P00610;1;Lyon;Livré
O003898;2024-08-27;P00254;8;Lyon;Expédié
O003900;2024-02-16;P00212;3;Lyon;Livré
O003901;2024-02-11;P00751;8;Lyon;Livré
O003902;2024-12-28;P00158;8;Lyon;Livré
O003903;2024-03-11;P00149;8;Paris;Livré
O003904;2024-07-17;P00008;3;Lyon;Livré
O003905;2024-11-26;P00604;1;Lyon;Expédié
O003908;2024-09-22;P00017;5;Paris;Livré
O003911;2024-11-29;P00924;5;Paris;Livré
O003912;2024-12-31;P00258;8;Paris;Livré
O003913;2024-12-30;P00070;1;Marseille;Livré
O003914;2024-11-08;P00047;1;Marseille;Expédié
O003915;2024-02-16;P00226;12;Paris;Expédié
O003916;2024-02-14;P00846;8;Marseille;Expédié
O003917;2024-10-04;P00940;12;Paris;Livré
O003919;2024-12-07;P00377;8;Paris;Livré
O003920;2024-09-07;P00373;3;Marseille;Expédié
O003923;2024-11-03;P00106;5;Lyon;Livré
O003924;2024-01-25;P00904;10;Paris;Livré
O003925;2024-05-22;P00370;3;Lyon;Livré
O003926;2024-12-24;P00166;5;Paris;Livré
O003927;2024-09-08;P00593;1;Marseille;Livré
O003928;2024-12-09;P00879;3;Marseille;Expédié
O003929;2024-10-03;P00630;5;Paris;Expédié
O003930;2024-01-18;P00250;2;Paris;Expédié
O003931;2024-11-16;P00957;1;Paris;Expédié
O003932;2024-06-17;P00009;2;Paris;Expédié
O003934;2024-12-24;P00137;1;Paris;Expédié
O003935;2024-10-14;P00603;1;Paris;Livré
O003936;2024-12-29;P00300;2;Marseille;Expédié
O003937;2024-10-03;P00070;12;Marseille;Expédié
O003938;2024-09-07;P00212;3;Marseille;Livré
O003940;2024-12-27;P00133;1;Paris;Livré
O003941;2024-01-06;P00451;1;Lyon;Expédié
O003942;2024-12-25;P00876;5;Marseille;Livré
O003943;2024-06-02;P00001;2;Paris;Livré
O003944;2024-07-15;P00305;10;Lyon;Livré
O003945;2024-12-01;P00979;5;Paris;Livré
O003946;2024-09-24;P00802;8;Lyon;Livré
O003947;2024-12-31;P00558;2;Marseille;Livré
O003948;2024-11-07;P00118;5;Paris;Livré
O003949;2024-09-19;P00993;2;Marseille;Expédié
O003950;2024-01-16;P00890;12;Paris;Livré
O003951;2024-09-04;P00541;5;Lyon;Expédié
O003952;2024-02-13;P00149;2;Marseille;Livré
O003954;2024-01-20;P00231;2;Lyon;Expédié
O003955;2024-02-17;P00912;1;Lyon;Livré
O003956;2024-12-15;P00691;5;Paris;Livré
O003957;2024-11-04;P00357;1;Lyon;Livré
